gain_vocals,gain_drums,gain_bass,gain_instruments,eq_vocals_low,eq_vocals_mid,eq_vocals_high,eq_drums_low,eq_drums_mid,eq_drums_high,eq_bass_low,eq_bass_mid,eq_bass_high,eq_instruments_low,eq_instruments_mid,eq_instruments_high,comp_vocals,comp_drums,comp_bass,comp_instruments,pan_vocals,pan_drums,pan_bass,pan_instruments,loudness,clarity,spectral_balance,perceptual_quality
-3.0110371476633,-7.5568097078731284,-5.719063590338257,4.144871861013552,0.8639505394031133,-1.2763737566706954,1.7790834489338643,-5.5344065432533505,2.6432150873687466,4.962936136832338,-1.5163101783996176,0.39636673785906673,1.8516758584086723,5.691811646452969,-5.121898814783975,-0.003957075251358688,1.0396144810340764,8.316529317501592,6.8112160160458455,4.479020863583434,0.45999662197994073,0.545003931369413,0.5292719885699473,0.04649415047995964,-16.83024786490247,0.09237083927589662,0.06057008316394452,93.2318186480525
10.817143353837988,1.0056227370805964,-6.072508822272004,7.120353532592937,3.6651879515998367,-0.3187720874997435,-3.9313636547380053,-3.758729661226448,2.2473960529575336,0.30432578183397574,-2.0050548452231607,-4.345214139235992,-5.039609162808761,-5.793924112051565,-4.926259404210992,2.960961270151131,1.002971433335288,7.10687826811683,4.6217664483128384,2.841881766816943,-0.6309760088025769,-0.03771128040804905,-0.9869673686162495,-0.6316229489532572,-18.791861339728243,0.060753729588020056,0.20320759326043114,51.31449244403615
5.567854603473723,8.9507000610338,9.75010993250488,-5.9887704289800245,3.1219311574819084,4.254568718426164,4.468734760257778,3.974949661079311,-4.850949616039708,2.698923262033013,-3.8861530499656793,1.0949148690073693,-3.092042262555132,5.371819836973067,1.823684567075528,0.752001367875998,5.250371147156938,9.001674250720477,5.247181989231288,1.5849123430489158,-0.30672061126022765,0.5779166700206921,-0.0459001245662356,-0.4374430998537784,-22.49863793875918,0.604191950743664,0.4912632560812118,95.54985111220323
2.3678036207288784,5.5733972738294675,-6.010891203611854,2.9969783905679748,-4.153201143674716,-1.919947367281294,1.357394868830898,3.2012202760600292,5.0708688588696,-0.7674204243289466,1.2872000412178553,-2.2225725153965046,3.2841521577510093,-1.5758709138102631,-0.1567114411290209,-5.000369002658443,1.2636433450483358,5.044024534918907,7.450523044133055,1.715425735174187,0.3265612737156365,-0.8529834463946495,0.5878088002653816,0.032010584347582194,-14.73340864380305,0.9661163224927548,0.36815023247537515,65.28725971507004
-8.255552629381523,7.357467548674794,-5.473206572912856,1.7219035954499695,-4.209006363102313,4.435796217746056,-4.113553397316549,-1.792287702514237,0.8216664258818351,1.5604149305092587,-0.280510073896453,-5.37181479828477,0.3442302441458365,-5.878915139737422,3.484983003830523,-3.7730371585973352,9.770792982961371,9.045007864499723,8.886754267001145,7.840424853648797,-0.03582131095104013,-0.6168120641940098,0.2600894412827066,0.47002761692159556,-14.17703780411257,0.502721308954724,0.4109122931328535,75.41113508441339
-8.256131511931137,3.8108008010572156,6.225558298031128,7.9879290429185055,-2.78190758706104,-4.942386828279702,5.548056689774482,-1.4782724667094502,-1.6352937463717891,-1.9130887509465762,4.3884119078880435,5.383873892478778,5.1356287414445365,2.269886780694099,4.995250048122378,-3.3680617916289703,2.9985865708725274,8.79196710120468,3.449969207557981,5.003226919329697,0.47714207726978763,0.10306849929272133,-0.051873751690984626,-0.8106912392127217,-19.120609263093485,0.05151522593930513,0.7814473786256726,56.6147762376114
-10.605993307963214,4.614637548428458,-1.206243781187041,9.746089451550255,-1.6671032839075535,3.3215812465035697,0.22038556002384802,0.4026532026429539,3.07846300194368,-2.386091762574656,-5.6146850342153005,1.697884428771454,-0.8549830999037482,5.76648364837625,-1.339597467941429,-2.9056289562618614,5.253982564283603,4.945683991233427,4.078691163739637,7.535630098000137,0.9224158024457194,0.89417664950539,0.28928401321269837,-0.4066066047438277,-17.477052733316057,0.22121865607745617,0.014679235067735275,95.11274846883427
8.788227498598445,8.380695637567662,6.64105336692435,-11.708237484542718,-1.0985330230982093,4.170571596656837,-5.12521857754014,-5.997107943778385,-2.9116144991803914,0.938757434034164,1.7264151306615165,4.523027182450164,4.437748389767076,5.58750867405111,1.1569203190157555,0.7848407034060507,1.5502386701100126,4.430289837636808,9.376654567261713,7.140584095873278,-0.766906624569605,-0.8504843065564394,0.8138920062973278,0.8532426971438445,-18.94731236380628,0.24479290641577067,0.6604919263212388,87.49181116922023
2.426760281837012,-6.007967787379537,-10.431212218454753,4.176478057411025,2.156366602000144,-3.818188165951935,1.5219948529808072,-3.1050679675436657,2.322118044555845,-0.022443909792235317,3.155386542138734,2.1126720601590385,-0.6125347502611493,-4.068755865570979,0.0083595335437181,0.0475893579047213,5.698435745541326,9.39530813473231,6.2066061316850085,2.21826215584232,0.41913543279612187,-0.9138315676862714,0.13276360122041475,-0.14175336443622366,-20.103083142024914,0.33785712913695,0.00011023180182245795,96.2077793304017
4.9937418671050935,-0.2538008725646286,-0.29829135183877753,-10.755940821126504,-5.319834814009975,-0.8358416115335947,-2.9616131158462773,-3.5012182967014267,-5.523465509133033,0.954436429799773,3.1138388302596844,-1.7161956943186443,5.750979344423824,-3.82502632720614,5.7793278677091955,-3.562079539629493,4.419605126326676,7.436482610845939,2.6106563542150094,2.2859914077304047,-0.539311688735771,-0.6868986501442886,0.5995723829202124,0.8777393478186288,-22.30413086427973,0.04360338358621263,0.0630585255762437,84.16145255590811
